,Event,Time,Temperature,Time_subseconds,Date,Time_round,Time_in_seconds
612,PUFF_ON,21:34:25.134,0,77665.134521,2024-06-11,21:34:25,77665
613,PUFF_OFF,21:34:26.154,0,77666.154419,2024-06-11,21:34:26,77666
614,TEMPERATURE_ON,21:34:25.134,1003,77665.134521,2024-06-11,21:34:25,77665
615,TEMPERATURE_OFF,21:34:26.154,1009,77666.154419,2024-06-11,21:34:26,77666
616,TOUCH_ON,21:34:26.515,0,77666.515488,2024-06-11,21:34:27,77667
617,TOUCH_OFF,21:34:39.922,0,77679.922943,2024-06-11,21:34:40,77680
618,TEMPERATURE_ON,21:34:26.515,1003,77666.515488,2024-06-11,21:34:27,77667
619,TEMPERATURE_OFF,21:34:39.922,1009,77679.922943,2024-06-11,21:34:40,77680
620,PUFF_ON,21:34:41.146,0,77681.146545,2024-06-11,21:34:41,77681
621,PUFF_OFF,21:34:42.642,0,77682.642899,2024-06-11,21:34:43,77683
622,TEMPERATURE_ON,21:34:41.146,1002,77681.146545,2024-06-11,21:34:41,77681
623,TEMPERATURE_OFF,21:34:42.642,1009,77682.642899,2024-06-11,21:34:43,77683
624,TOUCH_ON,21:34:40.915,0,77680.915039,2024-06-11,21:34:41,77681
625,TOUCH_OFF,21:34:45.044,0,77685.044815,2024-06-11,21:34:45,77685
626,TEMPERATURE_ON,21:34:40.915,1002,77680.915039,2024-06-11,21:34:41,77681
627,TEMPERATURE_OFF,21:34:45.044,1009,77685.044815,2024-06-11,21:34:45,77685
628,TOUCH_ON,21:34:45.400,0,77685.400208,2024-06-11,21:34:45,77685
629,TOUCH_OFF,21:35:00.669,0,77700.669464,2024-06-11,21:35:01,77701
630,TEMPERATURE_ON,21:34:45.400,1002,77685.400208,2024-06-11,21:34:45,77685
631,TEMPERATURE_OFF,21:35:00.669,1009,77700.669464,2024-06-11,21:35:01,77701
632,PUFF_ON,21:35:01.769,0,77701.769501,2024-06-11,21:35:02,77702
633,PUFF_OFF,21:35:03.186,0,77703.186554,2024-06-11,21:35:03,77703
634,TEMPERATURE_ON,21:35:01.769,1002,77701.769501,2024-06-11,21:35:02,77702
635,TEMPERATURE_OFF,21:35:03.186,1009,77703.186554,2024-06-11,21:35:03,77703
636,TOUCH_ON,21:35:01.518,0,77701.518112,2024-06-11,21:35:02,77702
637,TOUCH_OFF,21:35:03.391,0,77703.391663,2024-06-11,21:35:03,77703
638,TEMPERATURE_ON,21:35:01.518,1002,77701.518112,2024-06-11,21:35:02,77702
639,TEMPERATURE_OFF,21:35:03.391,1009,77703.391663,2024-06-11,21:35:03,77703
640,PUFF_ON,21:35:27.673,0,77727.673676,2024-06-11,21:35:28,77728
641,PUFF_OFF,21:35:28.931,0,77728.931702,2024-06-11,21:35:29,77729
642,TEMPERATURE_ON,21:35:27.673,1002,77727.673676,2024-06-11,21:35:28,77728
643,TEMPERATURE_OFF,21:35:28.931,1009,77728.931702,2024-06-11,21:35:29,77729
644,TOUCH_ON,21:35:03.437,0,77703.437012,2024-06-11,21:35:03,77703
645,TOUCH_OFF,21:35:29.671,0,77729.671417,2024-06-11,21:35:30,77730
646,TEMPERATURE_ON,21:35:03.437,1002,77703.437012,2024-06-11,21:35:03,77703
647,TEMPERATURE_OFF,21:35:29.671,1009,77729.671417,2024-06-11,21:35:30,77730
648,TOUCH_ON,21:35:29.780,0,77729.780151,2024-06-11,21:35:30,77730
649,TOUCH_OFF,21:35:40.522,0,77740.522781,2024-06-11,21:35:41,77741
650,TEMPERATURE_ON,21:35:29.780,1002,77729.780151,2024-06-11,21:35:30,77730
651,TEMPERATURE_OFF,21:35:40.522,1009,77740.522781,2024-06-11,21:35:41,77741
652,PUFF_ON,21:35:41.930,0,77741.930344,2024-06-11,21:35:42,77742
653,PUFF_OFF,21:35:42.791,0,77742.791183,2024-06-11,21:35:43,77743
654,TEMPERATURE_ON,21:35:41.930,1002,77741.930344,2024-06-11,21:35:42,77742
655,TEMPERATURE_OFF,21:35:42.791,1009,77742.791183,2024-06-11,21:35:43,77743
656,TOUCH_ON,21:35:40.672,0,77740.672272,2024-06-11,21:35:41,77741
657,TOUCH_OFF,21:35:44.802,0,77744.802414,2024-06-11,21:35:45,77745
658,TEMPERATURE_ON,21:35:40.672,1002,77740.672272,2024-06-11,21:35:41,77741
659,TEMPERATURE_OFF,21:35:44.802,1009,77744.802414,2024-06-11,21:35:45,77745
660,TOUCH_ON,22:03:07.019,0,79387.019287,2024-06-11,22:03:07,79387
661,TOUCH_OFF,22:03:07.414,0,79387.414093,2024-06-11,22:03:07,79387
662,TEMPERATURE_ON,22:03:07.019,1002,79387.019287,2024-06-11,22:03:07,79387
663,TEMPERATURE_OFF,22:03:07.414,1009,79387.414093,2024-06-11,22:03:07,79387
664,TOUCH_ON,22:03:08.158,0,79388.158585,2024-06-11,22:03:08,79388
665,TOUCH_OFF,22:03:08.760,0,79388.76091,2024-06-11,22:03:09,79389
666,TEMPERATURE_ON,22:03:08.158,1002,79388.158585,2024-06-11,22:03:08,79388
667,TEMPERATURE_OFF,22:03:08.760,1009,79388.76091,2024-06-11,22:03:09,79389
668,PUFF_ON,22:03:20.892,0,79400.892273,2024-06-11,22:03:21,79401
669,PUFF_OFF,22:03:22.292,0,79402.292557,2024-06-11,22:03:22,79402
670,TEMPERATURE_ON,22:03:20.892,1002,79400.892273,2024-06-11,22:03:21,79401
671,TEMPERATURE_OFF,22:03:22.292,1009,79402.292557,2024-06-11,22:03:22,79402
672,TOUCH_ON,22:03:30.041,0,79410.041061,2024-06-11,22:03:30,79410
673,TOUCH_OFF,22:03:30.395,0,79410.395599,2024-06-11,22:03:30,79410
674,TEMPERATURE_ON,22:03:30.041,1002,79410.041061,2024-06-11,22:03:30,79410
675,TEMPERATURE_OFF,22:03:30.395,1009,79410.395599,2024-06-11,22:03:30,79410
676,TOUCH_ON,22:03:30.790,0,79410.79071,2024-06-11,22:03:31,79411
677,TOUCH_OFF,22:03:31.002,0,79411.002228,2024-06-11,22:03:31,79411
678,TEMPERATURE_ON,22:03:30.790,1002,79410.79071,2024-06-11,22:03:31,79411
679,TEMPERATURE_OFF,22:03:31.002,1009,79411.002228,2024-06-11,22:03:31,79411
680,PUFF_ON,22:03:35.503,0,79415.503067,2024-06-11,22:03:36,79416
681,PUFF_OFF,22:03:35.503,0,79415.503067,2024-06-11,22:03:36,79416
682,TEMPERATURE_ON,22:03:35.503,1000,79415.503067,2024-06-11,22:03:36,79416
683,TEMPERATURE_OFF,22:03:35.503,1009,79415.503067,2024-06-11,22:03:36,79416
684,TOUCH_ON,22:03:36.010,0,79416.01088,2024-06-11,22:03:36,79416
685,TOUCH_OFF,22:03:36.160,0,79416.160294,2024-06-11,22:03:36,79416
686,TEMPERATURE_ON,22:03:36.010,1000,79416.01088,2024-06-11,22:03:36,79416
687,TEMPERATURE_OFF,22:03:36.160,1009,79416.160294,2024-06-11,22:03:36,79416
688,PUFF_ON,22:03:37.280,0,79417.280945,2024-06-11,22:03:37,79417
689,PUFF_OFF,22:03:37.282,0,79417.282059,2024-06-11,22:03:37,79417
690,TEMPERATURE_ON,22:03:37.280,1006,79417.280945,2024-06-11,22:03:37,79417
691,TEMPERATURE_OFF,22:03:37.282,1009,79417.282059,2024-06-11,22:03:37,79417
692,PUFF_ON,22:03:39.674,0,79419.674301,2024-06-11,22:03:40,79420
693,PUFF_OFF,22:03:39.677,0,79419.677063,2024-06-11,22:03:40,79420
694,TEMPERATURE_ON,22:03:39.674,1005,79419.674301,2024-06-11,22:03:40,79420
695,TEMPERATURE_OFF,22:03:39.677,1009,79419.677063,2024-06-11,22:03:40,79420
696,TOUCH_ON,22:03:36.269,0,79416.269012,2024-06-11,22:03:36,79416
697,TOUCH_OFF,22:03:40.298,0,79420.298111,2024-06-11,22:03:40,79420
698,TEMPERATURE_ON,22:03:36.269,1005,79416.269012,2024-06-11,22:03:36,79416
699,TEMPERATURE_OFF,22:03:40.298,1009,79420.298111,2024-06-11,22:03:40,79420
700,PUFF_ON,22:03:41.307,0,79421.307053,2024-06-11,22:03:41,79421
701,PUFF_OFF,22:03:41.307,0,79421.307053,2024-06-11,22:03:41,79421
702,TEMPERATURE_ON,22:03:41.307,1007,79421.307053,2024-06-11,22:03:41,79421
703,TEMPERATURE_OFF,22:03:41.307,1009,79421.307053,2024-06-11,22:03:41,79421
704,TOUCH_ON,22:03:41.433,0,79421.433533,2024-06-11,22:03:41,79421
705,TOUCH_OFF,22:03:42.035,0,79422.035217,2024-06-11,22:03:42,79422
706,TEMPERATURE_ON,22:03:41.433,1007,79421.433533,2024-06-11,22:03:41,79421
707,TEMPERATURE_OFF,22:03:42.035,1009,79422.035217,2024-06-11,22:03:42,79422
708,TOUCH_ON,22:03:42.144,0,79422.144028,2024-06-11,22:03:42,79422
709,TOUCH_OFF,22:03:45.932,0,79425.932281,2024-06-11,22:03:46,79426
710,TEMPERATURE_ON,22:03:42.144,1007,79422.144028,2024-06-11,22:03:42,79422
711,TEMPERATURE_OFF,22:03:45.932,1009,79425.932281,2024-06-11,22:03:46,79426
712,TOUCH_ON,22:03:46.144,0,79426.144226,2024-06-11,22:03:46,79426
713,TOUCH_OFF,22:03:46.293,0,79426.293793,2024-06-11,22:03:46,79426
714,TEMPERATURE_ON,22:03:46.144,1007,79426.144226,2024-06-11,22:03:46,79426
715,TEMPERATURE_OFF,22:03:46.293,1009,79426.293793,2024-06-11,22:03:46,79426
716,TOUCH_ON,22:03:47.142,0,79427.142609,2024-06-11,22:03:47,79427
717,TOUCH_OFF,22:03:48.144,0,79428.144608,2024-06-11,22:03:48,79428
718,TEMPERATURE_ON,22:03:47.142,1007,79427.142609,2024-06-11,22:03:47,79427
719,TEMPERATURE_OFF,22:03:48.144,1009,79428.144608,2024-06-11,22:03:48,79428
720,TOUCH_ON,22:03:48.259,0,79428.259644,2024-06-11,22:03:48,79428
721,TOUCH_OFF,22:03:48.402,0,79428.402954,2024-06-11,22:03:48,79428
722,TEMPERATURE_ON,22:03:48.259,1007,79428.259644,2024-06-11,22:03:48,79428
723,TEMPERATURE_OFF,22:03:48.402,1009,79428.402954,2024-06-11,22:03:48,79428
724,TOUCH_ON,22:03:48.554,0,79428.55423,2024-06-11,22:03:49,79429
725,TOUCH_OFF,22:03:50.537,0,79430.537415,2024-06-11,22:03:51,79431
726,TEMPERATURE_ON,22:03:48.554,1007,79428.55423,2024-06-11,22:03:49,79429
727,TEMPERATURE_OFF,22:03:50.537,1009,79430.537415,2024-06-11,22:03:51,79431
728,PUFF_ON,22:03:52.022,0,79432.022278,2024-06-11,22:03:52,79432
729,PUFF_OFF,22:03:52.025,0,79432.025009,2024-06-11,22:03:52,79432
730,TEMPERATURE_ON,22:03:52.022,1001,79432.022278,2024-06-11,22:03:52,79432
731,TEMPERATURE_OFF,22:03:52.025,1008,79432.025009,2024-06-11,22:03:52,79432
732,TOUCH_ON,22:03:51.878,0,79431.878723,2024-06-11,22:03:52,79432
733,TOUCH_OFF,22:03:53.755,0,79433.755127,2024-06-11,22:03:54,79434
734,TEMPERATURE_ON,22:03:51.878,1001,79431.878723,2024-06-11,22:03:52,79432
735,TEMPERATURE_OFF,22:03:53.755,1008,79433.755127,2024-06-11,22:03:54,79434
736,TOUCH_ON,22:03:55.383,0,79435.383438,2024-06-11,22:03:55,79435
737,TOUCH_OFF,22:04:00.009,0,79440.009766,2024-06-11,22:04:00,79440
738,TEMPERATURE_ON,22:03:55.383,1001,79435.383438,2024-06-11,22:03:55,79435
739,TEMPERATURE_OFF,22:04:00.009,1008,79440.009766,2024-06-11,22:04:00,79440
740,TOUCH_ON,22:04:06.792,0,79446.792358,2024-06-11,22:04:07,79447
741,TOUCH_OFF,22:04:07.250,0,79447.250595,2024-06-11,22:04:07,79447
742,TEMPERATURE_ON,22:04:06.792,1001,79446.792358,2024-06-11,22:04:07,79447
743,TEMPERATURE_OFF,22:04:07.250,1008,79447.250595,2024-06-11,22:04:07,79447
744,PUFF_ON,22:04:11.779,0,79451.779861,2024-06-11,22:04:12,79452
745,PUFF_OFF,22:04:11.779,0,79451.779861,2024-06-11,22:04:12,79452
746,TEMPERATURE_ON,22:04:11.779,1002,79451.779861,2024-06-11,22:04:12,79452
747,TEMPERATURE_OFF,22:04:11.779,1008,79451.779861,2024-06-11,22:04:12,79452
748,PUFF_ON,22:04:36.526,0,79476.526108,2024-06-11,22:04:37,79477
749,PUFF_OFF,22:04:36.531,0,79476.531265,2024-06-11,22:04:37,79477
750,TEMPERATURE_ON,22:04:36.526,1002,79476.526108,2024-06-11,22:04:37,79477
751,TEMPERATURE_OFF,22:04:36.531,1008,79476.531265,2024-06-11,22:04:37,79477
752,PUFF_ON,22:04:39.663,0,79479.663696,2024-06-11,22:04:40,79480
753,PUFF_OFF,22:04:39.663,0,79479.663696,2024-06-11,22:04:40,79480
754,TEMPERATURE_ON,22:04:39.663,1002,79479.663696,2024-06-11,22:04:40,79480
755,TEMPERATURE_OFF,22:04:39.663,1008,79479.663696,2024-06-11,22:04:40,79480
756,PUFF_ON,22:04:41.431,0,79481.431,2024-06-11,22:04:41,79481
757,PUFF_OFF,22:04:41.432,0,79481.432266,2024-06-11,22:04:41,79481
758,TEMPERATURE_ON,22:04:41.431,1005,79481.431,2024-06-11,22:04:41,79481
759,TEMPERATURE_OFF,22:04:41.432,1009,79481.432266,2024-06-11,22:04:41,79481
760,PUFF_ON,22:04:44.669,0,79484.669235,2024-06-11,22:04:45,79485
761,PUFF_OFF,22:04:44.672,0,79484.672272,2024-06-11,22:04:45,79485
762,TEMPERATURE_ON,22:04:44.669,1002,79484.669235,2024-06-11,22:04:45,79485
763,TEMPERATURE_OFF,22:04:44.672,1008,79484.672272,2024-06-11,22:04:45,79485
764,TOUCH_ON,22:05:01.902,0,79501.902771,2024-06-11,22:05:02,79502
765,TOUCH_OFF,22:05:02.646,0,79502.646606,2024-06-11,22:05:03,79503
766,TEMPERATURE_ON,22:05:01.902,1002,79501.902771,2024-06-11,22:05:02,79502
767,TEMPERATURE_OFF,22:05:02.646,1008,79502.646606,2024-06-11,22:05:03,79503
768,PUFF_ON,22:05:05.170,0,79505.170578,2024-06-11,22:05:05,79505
769,PUFF_OFF,22:05:06.390,0,79506.390747,2024-06-11,22:05:06,79506
770,TEMPERATURE_ON,22:05:05.170,1002,79505.170578,2024-06-11,22:05:05,79505
771,TEMPERATURE_OFF,22:05:06.390,1009,79506.390747,2024-06-11,22:05:06,79506
772,PUFF_ON,22:05:17.515,0,79517.51532,2024-06-11,22:05:18,79518
773,PUFF_OFF,22:05:17.515,0,79517.51532,2024-06-11,22:05:18,79518
774,TEMPERATURE_ON,22:05:17.515,1001,79517.51532,2024-06-11,22:05:18,79518
775,TEMPERATURE_OFF,22:05:17.515,1009,79517.51532,2024-06-11,22:05:18,79518
776,TOUCH_ON,22:06:02.420,0,79562.420593,2024-06-11,22:06:02,79562
777,TOUCH_OFF,22:06:04.429,0,79564.429459,2024-06-11,22:06:04,79564
778,TEMPERATURE_ON,22:06:02.420,1001,79562.420593,2024-06-11,22:06:02,79562
779,TEMPERATURE_OFF,22:06:04.429,1009,79564.429459,2024-06-11,22:06:04,79564
780,TOUCH_ON,22:06:04.927,0,79564.927917,2024-06-11,22:06:05,79565
781,TOUCH_OFF,22:06:05.180,0,79565.180008,2024-06-11,22:06:05,79565
782,TEMPERATURE_ON,22:06:04.927,1001,79564.927917,2024-06-11,22:06:05,79565
783,TEMPERATURE_OFF,22:06:05.180,1009,79565.180008,2024-06-11,22:06:05,79565
784,TOUCH_ON,22:06:06.562,0,79566.562134,2024-06-11,22:06:07,79567
785,TOUCH_OFF,22:06:08.184,0,79568.184052,2024-06-11,22:06:08,79568
786,TEMPERATURE_ON,22:06:06.562,1001,79566.562134,2024-06-11,22:06:07,79567
787,TEMPERATURE_OFF,22:06:08.184,1009,79568.184052,2024-06-11,22:06:08,79568
788,TOUCH_ON,22:06:09.669,0,79569.669586,2024-06-11,22:06:10,79570
789,TOUCH_OFF,22:06:10.166,0,79570.16684,2024-06-11,22:06:10,79570
790,TEMPERATURE_ON,22:06:09.669,1001,79569.669586,2024-06-11,22:06:10,79570
791,TEMPERATURE_OFF,22:06:10.166,1009,79570.16684,2024-06-11,22:06:10,79570
792,TOUCH_ON,22:06:11.158,0,79571.158951,2024-06-11,22:06:11,79571
793,TOUCH_OFF,22:06:11.657,0,79571.657043,2024-06-11,22:06:12,79572
794,TEMPERATURE_ON,22:06:11.158,1001,79571.158951,2024-06-11,22:06:11,79571
795,TEMPERATURE_OFF,22:06:11.657,1009,79571.657043,2024-06-11,22:06:12,79572
796,TOUCH_ON,22:06:12.155,0,79572.155884,2024-06-11,22:06:12,79572
797,TOUCH_OFF,22:06:12.654,0,79572.654251,2024-06-11,22:06:13,79573
798,TEMPERATURE_ON,22:06:12.155,1001,79572.155884,2024-06-11,22:06:12,79572
799,TEMPERATURE_OFF,22:06:12.654,1009,79572.654251,2024-06-11,22:06:13,79573
800,TOUCH_ON,22:06:13.049,0,79573.049805,2024-06-11,22:06:13,79573
801,TOUCH_OFF,22:06:20.266,0,79580.266815,2024-06-11,22:06:20,79580
802,TEMPERATURE_ON,22:06:13.049,1001,79573.049805,2024-06-11,22:06:13,79573
803,TEMPERATURE_OFF,22:06:20.266,1009,79580.266815,2024-06-11,22:06:20,79580
804,PUFF_ON,22:06:30.650,0,79590.650772,2024-06-11,22:06:31,79591
805,PUFF_OFF,22:06:30.650,0,79590.650772,2024-06-11,22:06:31,79591
806,TEMPERATURE_ON,22:06:30.650,1002,79590.650772,2024-06-11,22:06:31,79591
807,TEMPERATURE_OFF,22:06:30.650,1009,79590.650772,2024-06-11,22:06:31,79591
808,TOUCH_ON,22:06:33.017,0,79593.017517,2024-06-11,22:06:33,79593
809,TOUCH_OFF,22:06:34.926,0,79594.926315,2024-06-11,22:06:35,79595
810,TEMPERATURE_ON,22:06:33.017,1002,79593.017517,2024-06-11,22:06:33,79593
811,TEMPERATURE_OFF,22:06:34.926,1009,79594.926315,2024-06-11,22:06:35,79595
812,TOUCH_ON,22:06:35.178,0,79595.178482,2024-06-11,22:06:35,79595
813,TOUCH_OFF,22:06:36.271,0,79596.27124,2024-06-11,22:06:36,79596
814,TEMPERATURE_ON,22:06:35.178,1002,79595.178482,2024-06-11,22:06:35,79595
815,TEMPERATURE_OFF,22:06:36.271,1009,79596.27124,2024-06-11,22:06:36,79596
816,PUFF_ON,22:06:38.921,0,79598.921555,2024-06-11,22:06:39,79599
817,PUFF_OFF,22:06:38.921,0,79598.921555,2024-06-11,22:06:39,79599
818,TEMPERATURE_ON,22:06:38.921,1000,79598.921555,2024-06-11,22:06:39,79599
819,TEMPERATURE_OFF,22:06:38.921,1009,79598.921555,2024-06-11,22:06:39,79599
820,TOUCH_ON,22:06:37.057,0,79597.057587,2024-06-11,22:06:37,79597
821,TOUCH_OFF,22:06:39.809,0,79599.809845,2024-06-11,22:06:40,79600
822,TEMPERATURE_ON,22:06:37.057,1000,79597.057587,2024-06-11,22:06:37,79597
823,TEMPERATURE_OFF,22:06:39.809,1009,79599.809845,2024-06-11,22:06:40,79600
824,TOUCH_ON,22:06:40.165,0,79600.1651,2024-06-11,22:06:40,79600
825,TOUCH_OFF,22:06:43.791,0,79603.791168,2024-06-11,22:06:44,79604
826,TEMPERATURE_ON,22:06:40.165,1000,79600.1651,2024-06-11,22:06:40,79600
827,TEMPERATURE_OFF,22:06:43.791,1009,79603.791168,2024-06-11,22:06:44,79604
828,PUFF_ON,22:07:12.173,0,79632.17395,2024-06-11,22:07:12,79632
829,PUFF_OFF,22:07:12.173,0,79632.17395,2024-06-11,22:07:12,79632
830,TEMPERATURE_ON,22:07:12.173,1002,79632.17395,2024-06-11,22:07:12,79632
831,TEMPERATURE_OFF,22:07:12.173,1009,79632.17395,2024-06-11,22:07:12,79632
832,PUFF_ON,22:07:29.776,0,79649.776855,2024-06-11,22:07:30,79650
833,PUFF_OFF,22:07:29.776,0,79649.776855,2024-06-11,22:07:30,79650
834,TEMPERATURE_ON,22:07:29.776,1001,79649.776855,2024-06-11,22:07:30,79650
835,TEMPERATURE_OFF,22:07:29.776,1009,79649.776855,2024-06-11,22:07:30,79650
836,PUFF_ON,22:07:31.041,0,79651.041855,2024-06-11,22:07:31,79651
837,PUFF_OFF,22:07:31.041,0,79651.041855,2024-06-11,22:07:31,79651
838,TEMPERATURE_ON,22:07:31.041,1006,79651.041855,2024-06-11,22:07:31,79651
839,TEMPERATURE_OFF,22:07:31.041,1009,79651.041855,2024-06-11,22:07:31,79651
840,PUFF_ON,22:07:31.785,0,79651.785355,2024-06-11,22:07:32,79652
841,PUFF_OFF,22:07:31.785,0,79651.785355,2024-06-11,22:07:32,79652
842,TEMPERATURE_ON,22:07:31.785,1007,79651.785355,2024-06-11,22:07:32,79652
843,TEMPERATURE_OFF,22:07:31.785,1009,79651.785355,2024-06-11,22:07:32,79652
844,PUFF_ON,22:07:36.181,0,79656.181793,2024-06-11,22:07:36,79656
845,PUFF_OFF,22:07:36.181,0,79656.181793,2024-06-11,22:07:36,79656
846,TEMPERATURE_ON,22:07:36.181,1001,79656.181793,2024-06-11,22:07:36,79656
847,TEMPERATURE_OFF,22:07:36.181,1009,79656.181793,2024-06-11,22:07:36,79656
848,PUFF_ON,22:07:36.811,0,79656.811676,2024-06-11,22:07:37,79657
849,PUFF_OFF,22:07:36.811,0,79656.811676,2024-06-11,22:07:37,79657
850,TEMPERATURE_ON,22:07:36.811,1008,79656.811676,2024-06-11,22:07:37,79657
851,TEMPERATURE_OFF,22:07:36.811,1009,79656.811676,2024-06-11,22:07:37,79657
852,PUFF_ON,22:07:37.520,0,79657.520493,2024-06-11,22:07:38,79658
853,PUFF_OFF,22:07:37.520,0,79657.520493,2024-06-11,22:07:38,79658
854,TEMPERATURE_ON,22:07:37.520,1009,79657.520493,2024-06-11,22:07:38,79658
855,TEMPERATURE_OFF,22:07:37.520,1009,79657.520493,2024-06-11,22:07:38,79658
856,PUFF_ON,22:07:44.806,0,79664.806992,2024-06-11,22:07:45,79665
857,PUFF_OFF,22:07:44.806,0,79664.806992,2024-06-11,22:07:45,79665
858,TEMPERATURE_ON,22:07:44.806,1001,79664.806992,2024-06-11,22:07:45,79665
859,TEMPERATURE_OFF,22:07:44.806,1009,79664.806992,2024-06-11,22:07:45,79665
860,PUFF_ON,22:07:45.531,0,79665.531235,2024-06-11,22:07:46,79666
861,PUFF_OFF,22:07:45.531,0,79665.531235,2024-06-11,22:07:46,79666
862,TEMPERATURE_ON,22:07:45.531,1007,79665.531235,2024-06-11,22:07:46,79666
863,TEMPERATURE_OFF,22:07:45.531,1009,79665.531235,2024-06-11,22:07:46,79666
864,PUFF_ON,22:07:46.151,0,79666.151825,2024-06-11,22:07:46,79666
865,PUFF_OFF,22:07:46.151,0,79666.151825,2024-06-11,22:07:46,79666
866,TEMPERATURE_ON,22:07:46.151,1008,79666.151825,2024-06-11,22:07:46,79666
867,TEMPERATURE_OFF,22:07:46.151,1009,79666.151825,2024-06-11,22:07:46,79666
868,TOUCH_ON,22:08:14.180,0,79694.180862,2024-06-11,22:08:14,79694
869,TOUCH_OFF,22:08:20.135,0,79700.135437,2024-06-11,22:08:20,79700
870,TEMPERATURE_ON,22:08:14.180,1008,79694.180862,2024-06-11,22:08:14,79694
871,TEMPERATURE_OFF,22:08:20.135,1009,79700.135437,2024-06-11,22:08:20,79700
872,PUFF_ON,22:08:23.277,0,79703.277985,2024-06-11,22:08:23,79703
873,PUFF_OFF,22:08:23.277,0,79703.277985,2024-06-11,22:08:23,79703
874,TEMPERATURE_ON,22:08:23.277,998,79703.277985,2024-06-11,22:08:23,79703
875,TEMPERATURE_OFF,22:08:23.277,1009,79703.277985,2024-06-11,22:08:23,79703
876,PUFF_ON,22:08:27.150,0,79707.150558,2024-06-11,22:08:27,79707
877,PUFF_OFF,22:08:27.150,0,79707.150558,2024-06-11,22:08:27,79707
878,TEMPERATURE_ON,22:08:27.150,1002,79707.150558,2024-06-11,22:08:27,79707
879,TEMPERATURE_OFF,22:08:27.150,1009,79707.150558,2024-06-11,22:08:27,79707
880,TOUCH_ON,22:08:28.055,0,79708.055496,2024-06-11,22:08:28,79708
881,TOUCH_OFF,22:08:28.307,0,79708.307785,2024-06-11,22:08:28,79708
882,TEMPERATURE_ON,22:08:28.055,1002,79708.055496,2024-06-11,22:08:28,79708
883,TEMPERATURE_OFF,22:08:28.307,1009,79708.307785,2024-06-11,22:08:28,79708
884,PUFF_ON,22:08:29.811,0,79709.811035,2024-06-11,22:08:30,79710
885,PUFF_OFF,22:08:29.811,0,79709.811035,2024-06-11,22:08:30,79710
886,TEMPERATURE_ON,22:08:29.811,1000,79709.811035,2024-06-11,22:08:30,79710
887,TEMPERATURE_OFF,22:08:29.811,1009,79709.811035,2024-06-11,22:08:30,79710
888,PUFF_ON,22:08:30.558,0,79710.558624,2024-06-11,22:08:31,79711
889,PUFF_OFF,22:08:30.558,0,79710.558624,2024-06-11,22:08:31,79711
890,TEMPERATURE_ON,22:08:30.558,1006,79710.558624,2024-06-11,22:08:31,79711
891,TEMPERATURE_OFF,22:08:30.558,1009,79710.558624,2024-06-11,22:08:31,79711
892,PUFF_ON,22:08:37.028,0,79717.028275,2024-06-11,22:08:37,79717
893,PUFF_OFF,22:08:37.028,0,79717.028275,2024-06-11,22:08:37,79717
894,TEMPERATURE_ON,22:08:37.028,1000,79717.028275,2024-06-11,22:08:37,79717
895,TEMPERATURE_OFF,22:08:37.028,1009,79717.028275,2024-06-11,22:08:37,79717
896,TOUCH_ON,22:08:37.772,0,79717.772629,2024-06-11,22:08:38,79718
897,TOUCH_OFF,22:08:38.556,0,79718.556778,2024-06-11,22:08:39,79719
898,TEMPERATURE_ON,22:08:37.772,1000,79717.772629,2024-06-11,22:08:38,79718
899,TEMPERATURE_OFF,22:08:38.556,1009,79718.556778,2024-06-11,22:08:39,79719
900,PUFF_ON,22:08:39.921,0,79719.921204,2024-06-11,22:08:40,79720
901,PUFF_OFF,22:08:39.921,0,79719.921204,2024-06-11,22:08:40,79720
902,TEMPERATURE_ON,22:08:39.921,1002,79719.921204,2024-06-11,22:08:40,79720
903,TEMPERATURE_OFF,22:08:39.921,1009,79719.921204,2024-06-11,22:08:40,79720
904,PUFF_ON,22:08:42.667,0,79722.667786,2024-06-11,22:08:43,79723
905,PUFF_OFF,22:08:42.667,0,79722.667786,2024-06-11,22:08:43,79723
906,TEMPERATURE_ON,22:08:42.667,1003,79722.667786,2024-06-11,22:08:43,79723
907,TEMPERATURE_OFF,22:08:42.667,1009,79722.667786,2024-06-11,22:08:43,79723
908,PUFF_ON,22:08:43.529,0,79723.529861,2024-06-11,22:08:44,79724
909,PUFF_OFF,22:08:43.529,0,79723.529861,2024-06-11,22:08:44,79724
910,TEMPERATURE_ON,22:08:43.529,1005,79723.529861,2024-06-11,22:08:44,79724
911,TEMPERATURE_OFF,22:08:43.529,1009,79723.529861,2024-06-11,22:08:44,79724
912,PUFF_ON,22:08:44.375,0,79724.37561,2024-06-11,22:08:44,79724
913,PUFF_OFF,22:08:44.375,0,79724.37561,2024-06-11,22:08:44,79724
914,TEMPERATURE_ON,22:08:44.375,1005,79724.37561,2024-06-11,22:08:44,79724
915,TEMPERATURE_OFF,22:08:44.375,1009,79724.37561,2024-06-11,22:08:44,79724
916,PUFF_ON,22:08:45.150,0,79725.150772,2024-06-11,22:08:45,79725
917,PUFF_OFF,22:08:45.150,0,79725.150772,2024-06-11,22:08:45,79725
918,TEMPERATURE_ON,22:08:45.150,1009,79725.150772,2024-06-11,22:08:45,79725
919,TEMPERATURE_OFF,22:08:45.150,1009,79725.150772,2024-06-11,22:08:45,79725
